City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max temp,Wind Speed
Presidente Epitácio,0,BR,1587116436,69,-21.76,-52.12,53.58,1.7
Plettenberg Bay,0,ZA,1587116436,63,-34.05,23.37,65.57,5.14
Palu,77,ID,1587116436,72,-0.89,119.87,85.35,3.02
Saint-Joseph,26,RE,1587116437,69,-21.37,55.62,82.4,28.86
Puksoozero,100,RU,1587116437,84,62.59,40.61,34.79,8.48
Ghanzi,0,BW,1587116437,15,-21.57,21.78,82.81,11.9
Raudeberg,40,NO,1587116437,52,61.99,5.14,43.0,8.05
Magaria,0,NE,1587116438,7,13.0,8.91,97.63,14.32
Khovd,100,MN,1587116438,37,48.01,91.64,47.01,5.3
Cruzeiro do Sul,76,BR,1587116438,92,-29.51,-51.99,55.0,2.64
Kiryat Gat,75,IL,1587116439,56,31.61,34.76,69.8,4.7
Tuktoyaktuk,93,CA,1587116439,96,69.45,-133.04,8.83,2.42
Ames,90,US,1587116335,83,42.03,-93.62,32.0,5.82
Ahipara,64,NZ,1587116439,87,-35.17,173.17,65.08,17.6
Srednekolymsk,100,RU,1587116440,94,67.45,153.68,5.47,10.22
São Paulo de Olivença,100,BR,1587116440,96,-3.38,-68.87,72.82,3.0
Alekseyevka,90,RU,1587116440,58,50.63,38.69,45.77,17.29
Antequera,75,ES,1587116441,82,37.02,-4.56,64.0,2.24
Beringovskiy,100,RU,1587116441,96,63.05,179.32,22.03,16.78
Røros,75,NO,1587116175,77,62.57,11.38,32.0,23.04
Margate,20,GB,1587116442,71,51.38,1.39,57.0,17.22
Mahibadhoo,29,MV,1587116442,69,3.78,72.97,85.91,7.9
Paamiut,100,GL,1587116442,94,61.99,-49.67,25.09,5.08
Sri Aman,75,MY,1587116443,88,1.24,111.46,82.4,3.36
Ségou,79,ML,1587116443,22,13.43,-6.22,95.18,15.93
Alma,90,CA,1587116443,73,48.55,-71.65,26.01,8.05
Suntar,100,RU,1587116443,83,62.14,117.63,22.51,8.66
Cockburn Town,9,TC,1587116444,81,21.46,-71.14,78.19,16.49
Vila Velha,75,BR,1587116388,78,-20.33,-40.29,77.0,8.05
Coria,100,ES,1587116444,89,39.99,-6.54,55.0,7.0
Talara,43,PE,1587116444,73,-4.58,-81.27,74.16,10.33
Chebarkul',100,RU,1587116445,47,54.97,60.36,47.19,15.37
Viedma,28,AR,1587116445,50,-40.81,-63.0,65.08,16.78
Mucurapo,20,TT,1587116445,88,10.67,-61.53,77.0,9.35
Kapuskasing,90,CA,1587116445,67,49.42,-82.43,21.2,8.05
Grand Forks,20,US,1587116412,73,47.93,-97.03,30.0,6.93
Kaélé,2,CM,1587116446,6,10.11,14.45,97.07,9.31
Pekalongan,94,ID,1587116446,68,-6.89,109.68,86.05,2.66
Moose Factory,40,CA,1587116446,78,51.26,-80.61,10.4,8.05
Rubiataba,26,BR,1587116447,80,-15.16,-49.8,65.84,4.25
Flinders,0,AU,1587116447,36,-34.58,150.86,69.01,20.8
Comodoro Rivadavia,99,AR,1587116447,64,-45.87,-67.5,69.8,8.05
Labuan,75,MY,1587116447,74,5.28,115.24,89.6,5.82
Paciran,100,ID,1587116448,71,-6.88,112.38,86.14,6.71
Kavieng,100,PG,1587116448,77,-2.57,150.8,80.67,8.3
Tshikapa,83,CD,1587116448,53,-6.42,20.8,85.6,3.83
Libreville,20,GA,1587116327,88,0.39,9.45,75.2,5.79
Jumla,100,NP,1587116449,18,29.27,82.18,64.35,6.69
Zvishavane,46,ZW,1587116449,42,-20.33,30.07,79.45,9.08
Pacific Grove,90,US,1587116449,87,36.62,-121.92,55.4,5.82
Kutum,0,SD,1587116449,7,14.2,24.67,85.08,16.82
Marawi,73,PH,1587116450,66,8.0,124.29,77.92,3.04
Booué,100,GA,1587116450,83,-0.09,11.94,77.77,2.35
Mnogovershinnyy,29,RU,1587116450,96,53.94,139.92,27.55,9.57
Lufilufi,100,WS,1587116451,88,-13.87,-171.6,80.01,5.99
Kamskiye Polyany,75,RU,1587116451,75,55.43,51.42,41.0,22.37
Biak,97,ID,1587116452,72,-0.91,122.88,84.74,8.39
Pleasant Grove,1,US,1587116452,80,40.36,-111.74,37.4,4.7
Narsaq,100,GL,1587116452,94,60.92,-46.05,28.92,3.38
Castrillón,94,ES,1587116452,67,43.4,-6.79,62.01,8.05
Dul'durga,1,RU,1587116453,21,50.68,113.59,59.76,7.07
Hirara,40,JP,1587116453,78,24.8,125.28,75.2,11.41
Marsh Harbour,82,BS,1587116453,87,26.54,-77.06,74.05,21.18
Mahon,75,ES,1587116301,82,39.89,4.27,60.8,8.05
Yurimaguas,93,PE,1587116454,89,-5.9,-76.08,68.29,2.08
Ventspils,90,LV,1587116454,70,57.39,21.56,42.8,17.22
Kudahuvadhoo,83,MV,1587116454,65,2.67,72.89,86.29,7.4
Hudson Bay,89,CA,1587116455,92,52.85,-102.38,20.75,6.17
Codrington,90,AU,1587116455,69,-38.27,141.97,57.88,16.8
Kawalu,97,ID,1587116455,66,-7.38,108.21,82.83,4.07
Leningradskiy,97,RU,1587116456,95,69.38,178.42,12.25,5.7
Kyzyl-Suu,86,KG,1587116456,34,42.34,78.0,49.66,7.2
Abonnema,100,NG,1587116456,68,4.71,6.79,87.57,6.85
Havøysund,75,NO,1587116456,74,71.0,24.66,37.4,31.09
Druzhba,93,UA,1587116457,55,52.04,33.95,44.67,16.75
San Patricio,27,MX,1587116457,55,19.22,-104.7,72.39,4.63
Morrinhos,95,BR,1587116457,78,-17.73,-49.1,63.86,2.62
Thyborøn,18,DK,1587116299,65,56.7,8.21,51.01,1.01
Santa Cruz de La Palma,40,ES,1587116458,73,28.68,-17.76,69.8,8.05
Krasnoarmeysk,87,RU,1587116458,64,51.02,45.7,46.0,10.0
Seshcha,94,RU,1587116458,61,53.74,33.34,41.14,15.66
Lata,66,PT,1587116458,79,40.16,-8.33,62.01,5.01
Halifax,20,CA,1587116363,68,44.65,-63.57,30.0,4.7
Riviera Beach,75,US,1587116459,78,26.78,-80.06,78.8,13.87
Novaya Igirma,88,RU,1587116459,64,57.13,103.91,44.58,7.09
Kuito,3,AO,1587116459,47,-12.38,16.93,70.54,10.22
Beroroha,0,MG,1587116460,29,-21.67,45.17,92.03,4.79
Acapulco de Juárez,5,MX,1587116313,83,16.86,-99.89,75.2,2.8
Ananas,24,HT,1587116460,83,19.25,-71.96,69.37,1.54
Kieta,100,PG,1587116461,83,-6.22,155.63,77.77,2.64
Gigmoto,5,PH,1587116461,80,13.78,124.39,82.17,14.36
Williamsburg,1,US,1587116461,100,37.27,-76.71,48.99,4.94
Warrington,20,GB,1587116461,66,53.39,-2.58,57.0,12.75
Lodja,100,CD,1587116462,84,-3.48,23.43,72.88,4.81
Ilebo,97,CD,1587116462,81,-4.32,20.58,78.39,3.71
Paka,20,MY,1587116462,70,4.64,103.44,87.8,3.36
Kirkwall,40,GB,1587116462,75,58.98,-2.96,46.99,10.29
Khowst,99,AF,1587116463,43,33.38,69.88,56.32,4.94
At-Bashi,89,KG,1587116463,62,41.17,75.81,33.01,5.01
Mareeba,40,AU,1587116463,83,-17.0,145.43,78.8,2.95
Banihāl,100,IN,1587116464,38,33.42,75.2,57.72,5.77
Guymon,90,US,1587116464,60,36.68,-101.48,32.0,17.22
Beibei,100,CN,1587116465,77,29.83,106.43,75.99,13.42
Letterkenny,16,IE,1587116465,71,54.95,-7.73,53.6,13.87
Xingyi,40,CN,1587116465,27,24.19,102.82,71.26,13.91
Quartucciu,75,IT,1587116466,77,39.25,9.18,66.2,9.17
Horki,75,BY,1587116466,41,54.29,30.98,42.8,20.13
Gorontalo,92,ID,1587116466,71,0.54,123.06,85.17,1.66
Ancud,90,CL,1587116467,100,-41.87,-73.82,57.2,17.22
Neuquén,92,AR,1587116183,93,-38.95,-68.06,50.0,3.49
Kirakira,79,SB,1587116467,77,-10.45,161.92,81.46,4.0
Sur,0,OM,1587116467,52,22.57,59.53,84.99,8.81
Ust-Nera,100,RU,1587116468,80,64.57,143.2,2.5,10.8
Cleveland,75,US,1587116226,68,41.5,-81.7,32.0,6.93
Zlatoust,100,RU,1587116468,50,55.17,59.65,42.84,10.11
Bandar-e Lengeh,20,IR,1587116469,65,26.56,54.88,82.4,6.93
Leiyang,86,CN,1587116469,56,26.4,112.86,84.42,3.94
Ayan,83,RU,1587116469,92,56.45,138.17,26.78,4.18
Gornyak,0,RU,1587116469,36,50.99,81.47,61.41,14.7
Tulagi,61,SB,1587116470,75,-9.1,160.15,81.91,3.76
São Gabriel da Cachoeira,81,BR,1587116470,95,-0.13,-67.09,72.28,2.1
Kavaratti,20,IN,1587116470,63,10.57,72.64,91.4,3.36
Socorro,40,US,1587116471,18,31.65,-106.3,69.8,10.29
Moerai,89,PF,1587116471,67,-22.43,-151.33,78.71,5.59
Koslan,100,RU,1587116471,90,63.46,48.9,34.43,12.66
Bārmer,2,IN,1587116472,12,25.75,71.38,101.39,21.9
Miandrivazo,0,MG,1587116472,41,-19.52,45.47,88.77,2.86
Barcelos,75,PT,1587116472,100,41.54,-8.62,55.4,16.11
Jutaí,46,BR,1587116473,95,-5.18,-68.9,70.65,2.48
Rupert,1,US,1587116473,63,42.62,-113.68,28.4,1.21
Kérouané,43,GN,1587116473,41,9.27,-9.02,86.52,2.77
Penzance,75,GB,1587116473,100,50.12,-5.54,52.0,16.11
Nísia Floresta,40,BR,1587116474,100,-6.09,-35.21,75.2,4.7
North Platte,1,US,1587116474,92,41.12,-100.77,21.0,6.93
Addis Ababa,75,ET,1587116474,56,9.03,38.75,69.8,13.87
Pochutla,59,MX,1587116475,75,15.74,-96.47,80.01,4.7
San Jerónimo,91,PE,1587116475,29,-11.95,-75.28,47.25,1.63
Bad Frankenhausen,63,DE,1587116475,62,51.35,11.1,60.01,5.82
Maun,0,BW,1587116476,39,-19.98,23.42,84.2,3.36
Mahon,75,ES,1587116301,82,39.89,4.27,60.8,8.05
Fuyu,100,CN,1587116476,26,45.18,124.82,64.49,6.33
Anadyr,6,RU,1587116476,85,64.75,177.48,14.0,13.42
Arlit,0,NE,1587116477,8,18.74,7.39,96.01,0.81
Berlevåg,75,NO,1587116477,93,70.86,29.09,35.6,17.22
Innisfail,21,AU,1587116478,90,-17.53,146.03,76.14,3.96
Te Anau,63,NZ,1587116478,75,-45.42,167.72,48.61,0.36
Allacapan,100,PH,1587116478,80,18.23,121.56,82.33,5.57
Ranfurly,96,NZ,1587116478,93,-45.13,170.1,48.99,5.46
Mirny,100,RU,1587116479,38,62.54,113.96,24.8,13.42
Baykit,95,RU,1587116479,82,61.67,96.37,38.73,4.61
Luebo,96,CD,1587116479,73,-5.35,21.42,78.12,2.53
Sturgis,90,US,1587116480,44,41.8,-85.42,37.4,5.48
Ilulissat,0,GL,1587116480,42,69.22,-51.1,26.6,23.04
Bereket,97,TM,1587116480,41,39.24,55.52,68.59,18.14
Eyl,15,SO,1587116480,62,7.98,49.82,87.06,10.85
Hagersville,75,CA,1587116481,73,42.97,-80.05,32.0,5.82
Ketchikan,90,US,1587116481,93,55.34,-131.65,46.4,8.05
Nome,90,US,1587116481,93,64.5,-165.41,35.6,12.75
Faanui,95,PF,1587116482,66,-16.48,-151.75,83.08,8.5
Deniliquin,0,AU,1587116482,61,-35.53,144.97,60.01,5.73
Peoria,90,US,1587116482,86,40.77,-89.77,34.0,12.75
Jiuquan,100,CN,1587116483,22,39.74,98.52,54.01,8.5
Mahanoro,20,MG,1587116483,66,-19.9,48.8,80.11,8.16
Zhuhai,20,CN,1587116484,88,22.28,113.57,81.0,8.05
Progreso,20,MX,1587116484,83,21.28,-89.67,77.0,9.17
Itanagar,40,IN,1587116484,46,27.1,93.62,91.4,2.24
Zaria,0,NG,1587116226,8,11.11,7.72,91.36,8.93
Paita,0,PE,1587116485,71,-5.09,-81.11,73.38,9.4
Kidal,0,ML,1587116485,10,18.44,1.41,97.84,17.05
Gemeente Wageningen,0,NL,1587116485,57,51.97,5.67,57.0,12.75
Ulaanbaatar,75,MN,1587116287,10,47.91,106.88,60.8,11.18
Lee,90,US,1587116486,88,26.57,-81.88,72.0,9.17
Praia da Vitória,40,PT,1587116486,82,38.73,-27.07,59.0,9.22
Eenhana,0,NA,1587116290,31,-17.47,16.33,91.4,2.24
Nanortalik,100,GL,1587116487,93,60.14,-45.24,30.2,15.1
El Salvador,20,SV,1587116487,88,13.83,-88.92,78.8,4.7
Half Moon Bay,90,US,1587116487,87,37.46,-122.43,55.99,5.82
Issoire,76,FR,1587116488,48,45.55,3.25,62.6,6.93
Carballo,82,ES,1587116488,82,43.21,-8.69,60.01,10.29
Cherskiy,58,RU,1587116488,93,68.75,161.3,6.33,10.56
Charter Township of Clinton,1,US,1587116489,68,42.59,-82.92,34.0,3.36
Saint-Félicien,90,CA,1587116315,73,48.65,-72.45,26.01,8.05
Henties Bay,27,NA,1587116489,85,-22.12,14.28,59.0,1.99
Dekar,0,BW,1587116489,15,-21.53,21.93,82.71,12.12
Karpathos,20,GR,1587116490,68,35.51,27.21,64.4,24.16
Waycross,1,US,1587116490,87,31.21,-82.35,50.0,3.67
Ulladulla,0,AU,1587116490,36,-35.35,150.47,66.99,20.8
Kashgar,40,CN,1587116491,34,39.45,75.98,64.4,4.47
Jackson,1,US,1587116411,36,42.42,-122.83,48.2,6.93
Bandundu Province,100,CD,1587116491,79,-3.32,17.37,77.16,2.19
Nova Prata,11,BR,1587116297,99,-28.78,-51.61,55.99,1.32
Elizabeth City,1,US,1587116492,70,36.29,-76.25,50.0,6.93
Sioux Lookout,5,CA,1587116370,72,50.1,-91.92,17.6,4.52
Sisimiut,93,GL,1587116492,86,66.94,-53.67,22.98,11.77
Darhan,100,MN,1587116492,20,49.49,105.92,65.1,8.43
Lamar,1,US,1587116493,76,33.67,-95.58,60.8,12.75
Mount Kisco,1,US,1587116366,81,41.2,-73.73,39.2,4.7
Chara,76,RU,1587116493,75,56.91,118.26,26.56,7.63
Kasane,20,BW,1587116494,43,-17.82,25.15,87.8,11.41
Balagansk,62,RU,1587116494,36,54.01,103.05,52.57,4.59
Labuhan,100,ID,1587116494,72,-6.88,112.21,86.0,7.2
Sladkovo,100,RU,1587116495,30,55.53,70.34,62.67,19.91
Vila,90,PT,1587116495,100,42.03,-8.16,62.01,6.93
Ushtobe,11,KZ,1587116495,32,45.25,77.98,64.96,3.38
Vryburg,13,ZA,1587116495,13,-26.96,24.73,73.45,9.91
Lucea,20,JM,1587116496,88,18.45,-78.17,80.6,5.82
Beira,40,MZ,1587116496,66,-19.84,34.84,87.8,6.93
Kungurtug,81,RU,1587116496,32,50.6,97.52,46.26,9.66
Thabazimbi,0,ZA,1587116497,20,-24.59,27.41,82.47,5.75
Ørnes,75,NO,1587116497,64,66.87,13.71,39.2,17.22
Rome,40,US,1587116497,86,43.21,-75.46,32.0,5.82
Samarai,96,PG,1587116497,80,-10.62,150.67,81.23,4.43
Zaranj,20,AF,1587116498,47,30.97,61.88,77.0,6.93
Lamego,99,PT,1587116498,8,41.1,-7.81,55.0,5.99
Meulaboh,100,ID,1587116498,75,4.14,96.13,82.33,3.4
Kolokani,96,ML,1587116498,26,13.57,-8.03,90.54,14.03
Mount Gambier,90,AU,1587116287,87,-37.83,140.77,53.6,6.93
Tura,21,IN,1587116285,42,25.52,90.22,89.11,6.62
Waingapu,99,ID,1587116499,74,-9.66,120.26,83.5,2.24
Mogadishu,75,SO,1587116343,66,2.04,45.34,84.2,11.41
Kiunga,34,PG,1587116500,85,-6.12,141.29,78.39,1.95
Tinyahuarco,99,PE,1587116500,22,-10.75,-76.3,34.63,1.3
Kumul,99,CN,1587116500,12,42.8,93.45,76.82,6.62
Yangi Marg`ilon,8,UZ,1587116501,35,40.43,71.72,71.6,6.93
Cortez,75,US,1587116501,55,37.35,-108.59,35.6,3.36
Khani,8,GE,1587116501,55,41.96,42.96,62.6,4.7
Marsá Maţrūḩ,8,EG,1587116502,67,31.35,27.25,63.21,10.51
Kołobrzeg,17,PL,1587116502,62,54.18,15.58,51.01,5.5
São João da Barra,57,BR,1587116502,88,-21.64,-41.05,73.4,4.7
The Valley,20,AI,1587116407,74,18.22,-63.06,79.0,9.17
Khudumelapye,3,BW,1587116503,18,-23.88,24.75,82.63,14.83
San Roque,75,ES,1587116503,88,36.21,-5.38,64.4,4.7
Mackay,40,AU,1587116503,83,-21.15,149.2,77.0,6.93
Skibbereen,75,IE,1587116503,93,51.55,-9.27,50.0,12.75
Amlapura,20,ID,1587116504,89,-8.45,115.62,86.0,8.05
Nadym,100,RU,1587116504,99,65.53,72.52,35.85,20.85
Gao,0,ML,1587116426,8,16.64,1.64,97.86,12.88
Forbes,65,AU,1587116504,58,-33.38,148.02,59.0,5.08
Batagay-Alyta,59,RU,1587116505,81,67.8,130.41,-0.99,16.26
Bosaso,24,SO,1587116505,53,11.28,49.18,89.58,6.08
Erenhot,0,CN,1587116505,20,43.65,111.98,59.68,8.3
Mombasa,100,KE,1587116506,75,-4.05,39.66,83.41,15.41
Tinde,57,TZ,1587116506,51,-3.88,33.2,76.53,11.45
Katsina,0,NG,1587116221,7,12.99,7.6,97.05,16.55
Hamilton,90,US,1587116396,56,39.18,-84.53,44.01,9.17
Moshenskoye,100,RU,1587116507,76,58.51,34.59,35.76,12.88
Wajir,63,KE,1587116507,51,1.75,40.06,89.13,11.7
Hof,8,DE,1587116507,47,50.32,11.92,72.0,4.7
Matamoros,80,MX,1587116508,43,25.53,-103.25,64.99,1.05
Ikongo,2,MG,1587116508,44,-21.88,47.43,82.54,4.47
Aksu,100,CN,1587116508,41,41.12,80.26,59.2,13.35
Sal Rei,40,CV,1587116509,64,16.18,-22.92,71.6,13.87
Arrecife,20,ES,1587116471,73,28.96,-13.55,69.8,4.7
Qaqortoq,100,GL,1587116509,94,60.72,-46.03,28.69,11.07
Siverskiy,20,RU,1587116509,42,59.35,30.08,44.6,22.37
Ostrovnoy,86,RU,1587116510,95,68.05,39.51,32.45,17.9
São Filipe,24,CV,1587116510,75,14.9,-24.5,71.08,17.31
Kotovo,94,RU,1587116510,49,50.32,44.8,50.81,27.56
Bindura,1,ZW,1587116510,34,-17.3,31.33,80.24,7.76
Wanning,81,CN,1587116511,72,18.8,110.4,79.99,8.57
Hobyo,5,SO,1587116511,59,5.35,48.53,89.15,12.59
Nexø,0,DK,1587116511,37,55.06,15.13,50.0,11.41
Gillette,1,US,1587116511,92,44.29,-105.5,21.0,3.36
Villa Tecolutilla,74,MX,1587116512,80,18.28,-93.32,79.9,3.18
Teya,77,RU,1587116512,66,60.38,92.63,42.19,3.62
Grindavik,90,IS,1587116512,100,63.84,-22.43,44.6,19.46
Constitución,0,CL,1587116512,61,-35.33,-72.42,56.79,5.61
Uyovu,77,TZ,1587116513,62,-3.28,31.53,70.75,8.46
Jalu,0,LY,1587116513,32,29.03,21.55,71.01,5.37
Sitka,90,US,1587116513,93,57.05,-135.33,42.8,3.36
Pivka,5,SI,1587116513,71,45.68,14.2,68.0,4.25
Mataram,75,ID,1587116514,88,-8.58,116.12,82.4,1.12
Praia,75,CV,1587116514,64,14.92,-23.51,73.4,19.46
Waitati,99,NZ,1587116514,88,-45.75,170.57,50.0,13.0
Talakan,72,RU,1587116514,28,50.32,130.37,60.26,5.1
Odesa,100,UA,1587116374,28,46.48,30.73,68.0,11.18
Uvinza,99,TZ,1587116515,58,-5.1,30.39,74.98,8.41
Westport,1,US,1587116302,64,41.14,-73.36,39.2,9.17
Thunder Bay,5,CA,1587116390,79,48.4,-89.32,21.99,4.7
Vaasa,3,FI,1587116516,48,63.1,21.62,41.0,26.4
Belle Fourche,20,US,1587116516,78,44.67,-103.85,23.0,7.47
Pulsano,35,IT,1587116516,52,40.38,17.36,66.2,3.36
Dryden,1,CA,1587116516,61,49.78,-92.75,17.6,6.93
Carutapera,100,BR,1587116517,92,-1.2,-46.02,76.17,9.13
Korgen,75,NO,1587116517,64,66.08,13.82,39.2,11.41
Salinópolis,100,BR,1587116517,82,-0.61,-47.36,79.3,3.4
Macheng,26,CN,1587116517,38,31.18,115.03,72.19,10.36
Lethem,95,GY,1587116518,70,3.38,-59.8,77.0,7.87
Natal,40,BR,1587116518,100,-5.79,-35.21,75.2,4.7
Kyren,100,RU,1587116518,49,51.68,102.14,47.17,2.89
